lat,lon,temp_c
-71.05263157894737,265.0,-13.137893
-71.05263157894737,267.5,-12.921388
-71.05263157894737,270.0,-12.635277
-71.05263157894737,272.5,-12.376084
-71.05263157894737,275.0,-12.0935135
-71.05263157894737,277.5,-11.734355
-71.05263157894737,280.0,-11.490508
-71.05263157894737,282.5,-11.6566925
-71.05263157894737,285.0,-12.745557
-71.05263157894737,287.5,-13.958106
-71.05263157894737,290.0,-16.517618
-71.05263157894737,292.5,-17.140654
-71.05263157894737,295.0,-23.661856
-71.05263157894737,297.5,-20.579779
-71.05263157894737,300.0,-16.99674
-71.05263157894737,302.5,-17.116747
-71.05263157894737,305.0,-16.43466
-71.05263157894737,307.5,-15.861137
-71.05263157894737,310.0,-15.19102
-71.05263157894737,312.5,-14.672002
-71.05263157894737,315.0,-14.225425
-71.05263157894737,317.5,-13.903773
-71.05263157894737,320.0,-13.686839
-71.05263157894737,322.5,-13.525685
-71.05263157894737,325.0,-13.452881
-71.05263157894737,327.5,-13.501396
-71.05263157894737,330.0,-13.697816
-71.05263157894737,332.5,-14.101373
-71.05263157894737,335.0,-14.446986
-71.05263157894737,337.5,-14.808999
-71.05263157894737,340.0,-15.243857
-71.05263157894737,342.5,-15.675854
-71.05263157894737,345.0,-16.101599
-71.05263157894737,347.5,-16.36387
-71.05263157894737,350.0,-17.853283
-71.05263157894737,352.5,-18.405094
-71.05263157894737,355.0,-19.282324
-71.05263157894737,357.5,-19.53096
-69.15789473684211,0.0,-14.40543
-69.15789473684211,2.5,-14.397822
-69.15789473684211,5.0,-14.513185
-69.15789473684211,7.5,-14.605533
-69.15789473684211,10.0,-14.6608515
-69.15789473684211,12.5,-14.752476
-69.15789473684211,15.0,-14.834571
-69.15789473684211,17.5,-14.566625
-69.15789473684211,20.0,-14.062141
-69.15789473684211,22.5,-13.588656
-69.15789473684211,25.0,-13.330952
-69.15789473684211,27.5,-13.523721
-69.15789473684211,30.0,-14.355199
-69.15789473684211,32.5,-15.484908
-69.15789473684211,35.0,-17.360918
-69.15789473684211,37.5,-17.94305
-69.15789473684211,40.0,-19.875841
-69.15789473684211,42.5,-25.659765
-69.15789473684211,45.0,-29.099533
-69.15789473684211,47.5,-30.358774
-69.15789473684211,50.0,-31.775614
-69.15789473684211,52.5,-35.099216
-69.15789473684211,55.0,-36.010242
-69.15789473684211,57.5,-36.76757
-69.15789473684211,60.0,-36.34546
-69.15789473684211,62.5,-34.64476
-69.15789473684211,65.0,-32.658405
-69.15789473684211,67.5,-30.64155
-69.15789473684211,70.0,-24.527578
-69.15789473684211,72.5,-18.54539
-69.15789473684211,75.0,-19.074001
-69.15789473684211,77.5,-20.654917
-69.15789473684211,80.0,-25.71173
-69.15789473684211,82.5,-28.57829
-69.15789473684211,85.0,-30.802092
-69.15789473684211,87.5,-32.15726
-69.15789473684211,90.0,-33.60751
-69.15789473684211,92.5,-34.84463
-69.15789473684211,95.0,-35.990147
-69.15789473684211,97.5,-36.82298
-69.15789473684211,100.0,-36.755466
-69.15789473684211,102.5,-37.21622
-69.15789473684211,105.0,-37.279346
-69.15789473684211,107.5,-36.386444
-69.15789473684211,110.0,-35.208546
-69.15789473684211,112.5,-33.376053
-69.15789473684211,115.0,-31.893326
-69.15789473684211,117.5,-31.344194
-69.15789473684211,120.0,-31.408777
-69.15789473684211,122.5,-32.747314
-69.15789473684211,125.0,-33.99999
-69.15789473684211,127.5,-34.34668
-69.15789473684211,130.0,-34.480644
-69.15789473684211,132.5,-35.746952
-69.15789473684211,135.0,-36.555237
-69.15789473684211,137.5,-36.52227
-69.15789473684211,140.0,-36.19898
-69.15789473684211,142.5,-33.61864
-69.15789473684211,145.0,-31.012976
-69.15789473684211,147.5,-28.523508
-69.15789473684211,150.0,-27.242561
-69.15789473684211,152.5,-24.763212
-69.15789473684211,155.0,-22.863901
-69.15789473684211,157.5,-21.448694
-69.15789473684211,160.0,-19.090746
-69.15789473684211,162.5,-17.67853
-69.15789473684211,165.0,-16.750933
-69.15789473684211,167.5,-16.184004
-69.15789473684211,170.0,-15.341725
-69.15789473684211,172.5,-14.195821
-69.15789473684211,175.0,-13.201957
-69.15789473684211,177.5,-12.509934
-69.15789473684211,180.0,-11.925889
-69.15789473684211,182.5,-11.433853
-69.15789473684211,185.0,-11.100627
-69.15789473684211,187.5,-10.887969
-69.15789473684211,190.0,-10.803394
-69.15789473684211,192.5,-10.77589
-69.15789473684211,195.0,-10.782818
-69.15789473684211,197.5,-10.757091
-69.15789473684211,200.0,-10.687945
-69.15789473684211,202.5,-10.610808
-69.15789473684211,205.0,-10.533268
-69.15789473684211,207.5,-10.459472
-69.15789473684211,210.0,-10.396436
-69.15789473684211,212.5,-10.326646
-69.15789473684211,215.0,-10.238301
-69.15789473684211,217.5,-10.124324
-69.15789473684211,220.0,-9.973741
-69.15789473684211,222.5,-9.845242
-69.15789473684211,225.0,-9.741317
-69.15789473684211,227.5,-9.675808
-69.15789473684211,230.0,-9.631962
-69.15789473684211,232.5,-9.534364
-69.15789473684211,235.0,-9.3598795
-69.15789473684211,237.5,-9.146312
-69.15789473684211,240.0,-8.946067
-69.15789473684211,242.5,-8.750439
-69.15789473684211,245.0,-8.579533
-69.15789473684211,247.5,-8.406064
-69.15789473684211,250.0,-8.244655
-69.15789473684211,252.5,-8.144665
-69.15789473684211,255.0,-8.155804
-69.15789473684211,257.5,-8.322025
-69.15789473684211,260.0,-8.595849
-69.15789473684211,262.5,-8.935871
-69.15789473684211,265.0,-9.145515
-69.15789473684211,267.5,-9.130749
-69.15789473684211,270.0,-8.985534
-69.15789473684211,272.5,-8.765621
-69.15789473684211,275.0,-8.548455
-69.15789473684211,277.5,-8.367509
-69.15789473684211,280.0,-8.34871
-69.15789473684211,282.5,-8.704114
-69.15789473684211,285.0,-9.516857
-69.15789473684211,287.5,-11.129415
-69.15789473684211,290.0,-14.337623
-69.15789473684211,292.5,-15.853088
-69.15789473684211,295.0,-19.089466
-69.15789473684211,297.5,-15.018645
-69.15789473684211,300.0,-14.765335
-69.15789473684211,302.5,-14.431699
-69.15789473684211,305.0,-14.000156
-69.15789473684211,307.5,-13.496762
-69.15789473684211,310.0,-12.890533
-69.15789473684211,312.5,-12.363011
-69.15789473684211,315.0,-12.000243
-69.15789473684211,317.5,-11.7636175
-69.15789473684211,320.0,-11.591976
-69.15789473684211,322.5,-11.412047
-69.15789473684211,325.0,-11.299302
-69.15789473684211,327.5,-11.2685175
-69.15789473684211,330.0,-11.342003
-69.15789473684211,332.5,-11.571031
-69.15789473684211,335.0,-11.852905
-69.15789473684211,337.5,-12.130654
-69.15789473684211,340.0,-12.45158
-69.15789473684211,342.5,-12.847417
-69.15789473684211,345.0,-13.189537
-69.15789473684211,347.5,-13.690605
-69.15789473684211,350.0,-14.212314
-69.15789473684211,352.5,-14.546975
-69.15789473684211,355.0,-14.458011
-69.15789473684211,357.5,-14.425755
-67.26315789473685,0.0,-10.330212
-67.26315789473685,2.5,-10.305702
-67.26315789473685,5.0,-10.295735
-67.26315789473685,7.5,-10.3777275
-67.26315789473685,10.0,-10.519517
-67.26315789473685,12.5,-10.669629
-67.26315789473685,15.0,-10.722663
-67.26315789473685,17.5,-10.423335
-67.26315789473685,20.0,-10.029798
-67.26315789473685,22.5,-9.681721
-67.26315789473685,25.0,-9.501186
-67.26315789473685,27.5,-9.544639
-67.26315789473685,30.0,-9.827839
-67.26315789473685,32.5,-10.035964
-67.26315789473685,35.0,-10.357361
-67.26315789473685,37.5,-10.688136
-67.26315789473685,40.0,-11.6965475
-67.26315789473685,42.5,-13.0122
-67.26315789473685,45.0,-14.964848
-67.26315789473685,47.5,-17.105637
-67.26315789473685,50.0,-21.245203
-67.26315789473685,52.5,-25.960417
-67.26315789473685,55.0,-26.340277
-67.26315789473685,57.5,-23.089012
-67.26315789473685,60.0,-20.853445
-67.26315789473685,62.5,-20.381296
-67.26315789473685,65.0,-19.082075
-67.26315789473685,67.5,-18.241787
-67.26315789473685,70.0,-17.282413
-67.26315789473685,72.5,-14.9959955
-67.26315789473685,75.0,-13.777961
-67.26315789473685,77.5,-13.978119
-67.26315789473685,80.0,-15.304508
-67.26315789473685,82.5,-18.364828
-67.26315789473685,85.0,-20.311462
-67.26315789473685,87.5,-22.185303
-67.26315789473685,90.0,-23.578863
-67.26315789473685,92.5,-24.322784
-67.26315789473685,95.0,-26.487848
-67.26315789473685,97.5,-26.901941
-67.26315789473685,100.0,-26.687403
-67.26315789473685,102.5,-29.285238
-67.26315789473685,105.0,-29.356386
-67.26315789473685,107.5,-26.213173
-67.26315789473685,110.0,-24.095634
-67.26315789473685,112.5,-24.03597
-67.26315789473685,115.0,-21.283983
-67.26315789473685,117.5,-19.83242
-67.26315789473685,120.0,-19.525503
-67.26315789473685,122.5,-20.61732
-67.26315789473685,125.0,-22.354204
-67.26315789473685,127.5,-23.1984
-67.26315789473685,130.0,-23.787706
-67.26315789473685,132.5,-27.201551
-67.26315789473685,135.0,-27.548483
-67.26315789473685,137.5,-27.054655
-67.26315789473685,140.0,-25.310667
-67.26315789473685,142.5,-23.613998
-67.26315789473685,145.0,-20.424711
-67.26315789473685,147.5,-17.932837
-67.26315789473685,150.0,-16.664585
-67.26315789473685,152.5,-15.507239
-67.26315789473685,155.0,-14.850129
-67.26315789473685,157.5,-14.100146
-67.26315789473685,160.0,-13.308884
-67.26315789473685,162.5,-12.415535
-67.26315789473685,165.0,-11.616992
-67.26315789473685,167.5,-10.987999
-67.26315789473685,170.0,-10.438377
-67.26315789473685,172.5,-9.871707
-67.26315789473685,175.0,-9.306751
-67.26315789473685,177.5,-8.79054
-67.26315789473685,180.0,-8.337895
-67.26315789473685,182.5,-8.004228
-67.26315789473685,185.0,-7.797189
-67.26315789473685,187.5,-7.6831155
-67.26315789473685,190.0,-7.6730256
-67.26315789473685,192.5,-7.722547
-67.26315789473685,195.0,-7.7936006
-67.26315789473685,197.5,-7.875505
-67.26315789473685,200.0,-7.923355
-67.26315789473685,202.5,-7.98843
-67.26315789473685,205.0,-8.009027
-67.26315789473685,207.5,-7.9953117
-67.26315789473685,210.0,-7.962996
-67.26315789473685,212.5,-7.8990464
-67.26315789473685,215.0,-7.7956543
-67.26315789473685,217.5,-7.6609063
-67.26315789473685,220.0,-7.4636407
-67.26315789473685,222.5,-7.3009286
-67.26315789473685,225.0,-7.169735
-67.26315789473685,227.5,-7.0917053
-67.26315789473685,230.0,-7.0394692
-67.26315789473685,232.5,-6.9581857
-67.26315789473685,235.0,-6.825579
-67.26315789473685,237.5,-6.648825
-67.26315789473685,240.0,-6.436577
-67.26315789473685,242.5,-6.2219353
-67.26315789473685,245.0,-6.0175767
-67.26315789473685,247.5,-5.815351
-67.26315789473685,250.0,-5.6471405
-67.26315789473685,252.5,-5.4765296
-67.26315789473685,255.0,-5.309906
-67.26315789473685,257.5,-5.2012177
-67.26315789473685,260.0,-5.1539025
-67.26315789473685,262.5,-5.21932
-67.26315789473685,265.0,-5.366951
-67.26315789473685,267.5,-5.4769616
-67.26315789473685,270.0,-5.5289817
-67.26315789473685,272.5,-5.49661
-67.26315789473685,275.0,-5.460833
-67.26315789473685,277.5,-5.4276633
-67.26315789473685,280.0,-5.4741616
-67.26315789473685,282.5,-5.7278466
-67.26315789473685,285.0,-6.2733154
-67.26315789473685,287.5,-7.266043
-67.26315789473685,290.0,-8.40942
-67.26315789473685,292.5,-10.934032
-67.26315789473685,295.0,-13.463425
-67.26315789473685,297.5,-11.257134
-67.26315789473685,300.0,-10.831914
-67.26315789473685,302.5,-10.820282
-67.26315789473685,305.0,-10.594798
-67.26315789473685,307.5,-10.378365
-67.26315789473685,310.0,-10.030422
-67.26315789473685,312.5,-9.716319
-67.26315789473685,315.0,-9.565928
-67.26315789473685,317.5,-9.514068
-67.26315789473685,320.0,-9.481946
-67.26315789473685,322.5,-9.395873
-67.26315789473685,325.0,-9.307921
-67.26315789473685,327.5,-9.248383
-67.26315789473685,330.0,-9.2193575
-67.26315789473685,332.5,-9.298728
-67.26315789473685,335.0,-9.41336
-67.26315789473685,337.5,-9.562875
-67.26315789473685,340.0,-9.745484
-67.26315789473685,342.5,-9.9908
-67.26315789473685,345.0,-10.155235
-67.26315789473685,347.5,-10.356644
-67.26315789473685,350.0,-10.5321245
-67.26315789473685,352.5,-10.603559
-67.26315789473685,355.0,-10.482957
-67.26315789473685,357.5,-10.400758
-65.36842105263158,0.0,-7.6317544
-65.36842105263158,2.5,-7.457171
-65.36842105263158,5.0,-7.317365
-65.36842105263158,7.5,-7.204531
-65.36842105263158,10.0,-7.132173
-65.36842105263158,12.5,-7.080095
-65.36842105263158,15.0,-6.9898973
-65.36842105263158,17.5,-6.8081207
-65.36842105263158,20.0,-6.566719
-65.36842105263158,22.5,-6.3306365
-65.36842105263158,25.0,-6.1409326
-65.36842105263158,27.5,-6.0178704
-65.36842105263158,30.0,-5.9682693
-65.36842105263158,32.5,-5.9309716
-65.36842105263158,35.0,-5.877683
-65.36842105263158,37.5,-5.838135
-65.36842105263158,40.0,-6.1912537
-65.36842105263158,42.5,-6.9241586
-65.36842105263158,45.0,-8.007785
-65.36842105263158,47.5,-9.4624605
-65.36842105263158,50.0,-10.9858675
-65.36842105263158,52.5,-12.65569
-65.36842105263158,55.0,-14.042518
-65.36842105263158,57.5,-14.401429
-65.36842105263158,60.0,-14.018952
-65.36842105263158,62.5,-13.877724
-65.36842105263158,65.0,-13.60593
-65.36842105263158,67.5,-13.243125
-65.36842105263158,70.0,-12.489152
-65.36842105263158,72.5,-11.329837
-65.36842105263158,75.0,-10.64041
-65.36842105263158,77.5,-10.4960165
-65.36842105263158,80.0,-10.9447565
-65.36842105263158,82.5,-11.828208
-65.36842105263158,85.0,-12.461132
-65.36842105263158,87.5,-12.923606
-65.36842105263158,90.0,-13.598012
-65.36842105263158,92.5,-14.002864
-65.36842105263158,95.0,-14.413105
-65.36842105263158,97.5,-15.1876955
-65.36842105263158,100.0,-14.571347
-65.36842105263158,102.5,-15.361851
-65.36842105263158,105.0,-15.822704
-65.36842105263158,107.5,-14.605946
-65.36842105263158,110.0,-13.849991
-65.36842105263158,112.5,-14.103679
-65.36842105263158,115.0,-13.40768
-65.36842105263158,117.5,-12.676655
-65.36842105263158,120.0,-12.017426
-65.36842105263158,122.5,-11.8789625
-65.36842105263158,125.0,-12.017306
-65.36842105263158,127.5,-12.553451
-65.36842105263158,130.0,-12.968623
-65.36842105263158,132.5,-13.482919
-65.36842105263158,135.0,-13.7623625
-65.36842105263158,137.5,-14.19508
-65.36842105263158,140.0,-14.091979
-65.36842105263158,142.5,-13.682845
-65.36842105263158,145.0,-12.947713
-65.36842105263158,147.5,-11.652275
-65.36842105263158,150.0,-10.39943
-65.36842105263158,152.5,-9.401592
-65.36842105263158,155.0,-8.6426735
-65.36842105263158,157.5,-7.8758163
-65.36842105263158,160.0,-7.162562
-65.36842105263158,162.5,-6.579661
-65.36842105263158,165.0,-6.124321
-65.36842105263158,167.5,-5.782219
-65.36842105263158,170.0,-5.5010247
-65.36842105263158,172.5,-5.219208
-65.36842105263158,175.0,-4.9472375
-65.36842105263158,177.5,-4.655205
-65.36842105263158,180.0,-4.425509
-65.36842105263158,182.5,-4.301478
-65.36842105263158,185.0,-4.314743
-65.36842105263158,187.5,-4.41672
-65.36842105263158,190.0,-4.561045
-65.36842105263158,192.5,-4.6956687
-65.36842105263158,195.0,-4.840009
-65.36842105263158,197.5,-5.0079246
-65.36842105263158,200.0,-5.1698
-65.36842105263158,202.5,-5.364657
-65.36842105263158,205.0,-5.5040994
-65.36842105263158,207.5,-5.581159
-65.36842105263158,210.0,-5.5901284
-65.36842105263158,212.5,-5.510536
-65.36842105263158,215.0,-5.3326416
-65.36842105263158,217.5,-5.117256
-65.36842105263158,220.0,-4.890696
-65.36842105263158,222.5,-4.683243
-65.36842105263158,225.0,-4.517779
-65.36842105263158,227.5,-4.397733
-65.36842105263158,230.0,-4.2907844
-65.36842105263158,232.5,-4.166382
-65.36842105263158,235.0,-4.0417275
-65.36842105263158,237.5,-3.909322
-65.36842105263158,240.0,-3.75132
-65.36842105263158,242.5,-3.5801136
-65.36842105263158,245.0,-3.4150696
-65.36842105263158,247.5,-3.257243
-65.36842105263158,250.0,-3.1090546
-65.36842105263158,252.5,-2.954155
-65.36842105263158,255.0,-2.7776058
-65.36842105263158,257.5,-2.6148045
-65.36842105263158,260.0,-2.4828618
-65.36842105263158,262.5,-2.4147847
-65.36842105263158,265.0,-2.4179585
-65.36842105263158,267.5,-2.4473164
-65.36842105263158,270.0,-2.4721806
-65.36842105263158,272.5,-2.4682949
-65.36842105263158,275.0,-2.5038326
-65.36842105263158,277.5,-2.6027756
-65.36842105263158,280.0,-2.7717361
-65.36842105263158,282.5,-3.0440216
-65.36842105263158,285.0,-3.4091568
-65.36842105263158,287.5,-3.9872818
-65.36842105263158,290.0,-4.7854257
-65.36842105263158,292.5,-5.737513
-65.36842105263158,295.0,-7.488294
-65.36842105263158,297.5,-10.746986
-65.36842105263158,300.0,-8.206475
-65.36842105263158,302.5,-7.537449
-65.36842105263158,305.0,-7.2333145
-65.36842105263158,307.5,-7.1401787
-65.36842105263158,310.0,-7.1277084
-65.36842105263158,312.5,-7.140325
-65.36842105263158,315.0,-7.177902
-65.36842105263158,317.5,-7.244274
-65.36842105263158,320.0,-7.3285294
-65.36842105263158,322.5,-7.415445
-65.36842105263158,325.0,-7.4710593
-65.36842105263158,327.5,-7.4926376
-65.36842105263158,330.0,-7.5227304
-65.36842105263158,332.5,-7.5622
-65.36842105263158,335.0,-7.594252
-65.36842105263158,337.5,-7.631902
-65.36842105263158,340.0,-7.711286
-65.36842105263158,342.5,-7.832138
-65.36842105263158,345.0,-7.9440713
-65.36842105263158,347.5,-8.057729
-65.36842105263158,350.0,-8.120013
-65.36842105263158,352.5,-8.100398
-65.36842105263158,355.0,-7.9443946
-65.36842105263158,357.5,-7.7993875
-63.473684210526315,0.0,-5.6755347
-63.473684210526315,2.5,-5.494703
-63.473684210526315,5.0,-5.311869
-63.473684210526315,7.5,-5.12797
-63.473684210526315,10.0,-4.9494348
-63.473684210526315,12.5,-4.76148
-63.473684210526315,15.0,-4.511902
-63.473684210526315,17.5,-4.1972833
-63.473684210526315,20.0,-3.8563588
-63.473684210526315,22.5,-3.501798
-63.473684210526315,25.0,-3.185501
-63.473684210526315,27.5,-2.9369762
-63.473684210526315,30.0,-2.7288666
-63.473684210526315,32.5,-2.5858154
-63.473684210526315,35.0,-2.4334285
-63.473684210526315,37.5,-2.23938
-63.473684210526315,40.0,-2.1275685
-63.473684210526315,42.5,-2.1528168
-63.473684210526315,45.0,-2.364436
-63.473684210526315,47.5,-2.8479233
-63.473684210526315,50.0,-3.6107814
-63.473684210526315,52.5,-4.602239
-63.473684210526315,55.0,-5.52993
-63.473684210526315,57.5,-6.204145
-63.473684210526315,60.0,-6.6671243
-63.473684210526315,62.5,-7.0169196
-63.473684210526315,65.0,-7.2157035
-63.473684210526315,67.5,-7.3022637
-63.473684210526315,70.0,-7.1675034
-63.473684210526315,72.5,-7.0079856
-63.473684210526315,75.0,-7.003568
-63.473684210526315,77.5,-7.0521646
-63.473684210526315,80.0,-7.2974114
-63.473684210526315,82.5,-7.7618613
-63.473684210526315,85.0,-8.363709
-63.473684210526315,87.5,-8.767742
-63.473684210526315,90.0,-8.991351
-63.473684210526315,92.5,-9.285613
-63.473684210526315,95.0,-9.823516
-63.473684210526315,97.5,-10.227128
-63.473684210526315,100.0,-10.241452
-63.473684210526315,102.5,-10.242539
-63.473684210526315,105.0,-9.978816
-63.473684210526315,107.5,-9.333259
-63.473684210526315,110.0,-8.855258
-63.473684210526315,112.5,-8.506115
-63.473684210526315,115.0,-8.032337
-63.473684210526315,117.5,-7.3278527
-63.473684210526315,120.0,-6.649896
-63.473684210526315,122.5,-6.1788177
-63.473684210526315,125.0,-5.9374237
-63.473684210526315,127.5,-5.8836823
-63.473684210526315,130.0,-5.887777
-63.473684210526315,132.5,-6.003901
-63.473684210526315,135.0,-6.147634
-63.473684210526315,137.5,-6.1333795
-63.473684210526315,140.0,-5.76417
-63.473684210526315,142.5,-5.2303824
-63.473684210526315,145.0,-4.6808167
-63.473684210526315,147.5,-4.21903
-63.473684210526315,150.0,-3.9270554
-63.473684210526315,152.5,-3.7252095
-63.473684210526315,155.0,-3.436536
-63.473684210526315,157.5,-3.0065308
-63.473684210526315,160.0,-2.505516
-63.473684210526315,162.5,-2.0995228
-63.473684210526315,165.0,-1.83137
-63.473684210526315,167.5,-1.6480459
-63.473684210526315,170.0,-1.4771729
-63.473684210526315,172.5,-1.2824045
-63.473684210526315,175.0,-1.1084366
-63.473684210526315,177.5,-0.95556384
-63.473684210526315,180.0,-0.8561783
-63.473684210526315,182.5,-0.87345886
-63.473684210526315,185.0,-1.0284882
-63.473684210526315,187.5,-1.2575226
-63.473684210526315,190.0,-1.4979883
-63.473684210526315,192.5,-1.6919886
-63.473684210526315,195.0,-1.8584188
-63.473684210526315,197.5,-2.0345535
-63.473684210526315,200.0,-2.266576
-63.473684210526315,202.5,-2.5666122
-63.473684210526315,205.0,-2.8699543
-63.473684210526315,207.5,-3.1300201
-63.473684210526315,210.0,-3.245753
-63.473684210526315,212.5,-3.1764042
-63.473684210526315,215.0,-2.9497197
-63.473684210526315,217.5,-2.6697185
-63.473684210526315,220.0,-2.3950984
-63.473684210526315,222.5,-2.1560516
-63.473684210526315,225.0,-1.9703827
-63.473684210526315,227.5,-1.8445129
-63.473684210526315,230.0,-1.7296295
-63.473684210526315,232.5,-1.5904108
-63.473684210526315,235.0,-1.4630051
-63.473684210526315,237.5,-1.3573227
-63.473684210526315,240.0,-1.2447714
-63.473684210526315,242.5,-1.129809
-63.473684210526315,245.0,-1.0202307
-63.473684210526315,247.5,-0.9148
-63.473684210526315,250.0,-0.81449383
-63.473684210526315,252.5,-0.6963959
-63.473684210526315,255.0,-0.562617
-63.473684210526315,257.5,-0.44137064
-63.473684210526315,260.0,-0.35289
-63.473684210526315,262.5,-0.3024775
-63.473684210526315,265.0,-0.30034384
-63.473684210526315,267.5,-0.30597687
-63.473684210526315,270.0,-0.29458365
-63.473684210526315,272.5,-0.26951346
-63.473684210526315,275.0,-0.26944733
-63.473684210526315,277.5,-0.32847086
-63.473684210526315,280.0,-0.43159994
-63.473684210526315,282.5,-0.5899226
-63.473684210526315,285.0,-0.81331635
-63.473684210526315,287.5,-1.1320521
-63.473684210526315,290.0,-1.6205496
-63.473684210526315,292.5,-2.3200023
-63.473684210526315,295.0,-3.0691044
-63.473684210526315,297.5,-3.4917805
-63.473684210526315,300.0,-4.7728553
-63.473684210526315,302.5,-4.8473716
-63.473684210526315,305.0,-4.0423813
-63.473684210526315,307.5,-4.048538
-63.473684210526315,310.0,-4.1772256
-63.473684210526315,312.5,-4.3548303
-63.473684210526315,315.0,-4.5541587
-63.473684210526315,317.5,-4.745832
-63.473684210526315,320.0,-4.9516754
-63.473684210526315,322.5,-5.1377892
-63.473684210526315,325.0,-5.3136315
-63.473684210526315,327.5,-5.48525
-63.473684210526315,330.0,-5.650851
-63.473684210526315,332.5,-5.770365
-63.473684210526315,335.0,-5.8293
-63.473684210526315,337.5,-5.84506
-63.473684210526315,340.0,-5.8882523
-63.473684210526315,342.5,-5.951121
-63.473684210526315,345.0,-6.019613
-63.473684210526315,347.5,-6.066597
-63.473684210526315,350.0,-6.065272
-63.473684210526315,352.5,-6.052546
-63.473684210526315,355.0,-5.9336166
-63.473684210526315,357.5,-5.8148704
-61.578947368421055,0.0,-3.993861
-61.578947368421055,2.5,-3.8671215
-61.578947368421055,5.0,-3.6888301
-61.578947368421055,7.5,-3.478915
-61.578947368421055,10.0,-3.230484
-61.578947368421055,12.5,-2.9256032
-61.578947368421055,15.0,-2.5809963
-61.578947368421055,17.5,-2.1952794
-61.578947368421055,20.0,-1.8232803
-61.578947368421055,22.5,-1.4357249
-61.578947368421055,25.0,-1.0838674
-61.578947368421055,27.5,-0.8181661
-61.578947368421055,30.0,-0.63178253
-61.578947368421055,32.5,-0.5009079
-61.578947368421055,35.0,-0.38983917
-61.578947368421055,37.5,-0.2882131
-61.578947368421055,40.0,-0.20351665
-61.578947368421055,42.5,-0.1411972
-61.578947368421055,45.0,-0.11552429
-61.578947368421055,47.5,-0.13777415
-61.578947368421055,50.0,-0.20644124
-61.578947368421055,52.5,-0.3680954
-61.578947368421055,55.0,-0.5875931
-61.578947368421055,57.5,-0.853096
-61.578947368421055,60.0,-1.1333643
-61.578947368421055,62.5,-1.4152857
-61.578947368421055,65.0,-1.6971613
-61.578947368421055,67.5,-2.0570195
-61.578947368421055,70.0,-2.5405045
-61.578947368421055,72.5,-3.2246246
-61.578947368421055,75.0,-3.8334172
-61.578947368421055,77.5,-4.2062683
-61.578947368421055,80.0,-4.537384
-61.578947368421055,82.5,-4.881968
-61.578947368421055,85.0,-5.304075
-61.578947368421055,87.5,-5.5638504
-61.578947368421055,90.0,-5.593282
-61.578947368421055,92.5,-5.5692115
-61.578947368421055,95.0,-5.563543
-61.578947368421055,97.5,-5.5442963
-61.578947368421055,100.0,-5.4641623
-61.578947368421055,102.5,-5.293747
-61.578947368421055,105.0,-5.0117545
-61.578947368421055,107.5,-4.603434
-61.578947368421055,110.0,-4.23704
-61.578947368421055,112.5,-3.9018962
-61.578947368421055,115.0,-3.5764084
-61.578947368421055,117.5,-3.1901016
-61.578947368421055,120.0,-2.7590435
-61.578947368421055,122.5,-2.3503418
-61.578947368421055,125.0,-1.9959894
-61.578947368421055,127.5,-1.7008158
-61.578947368421055,130.0,-1.3989843
-61.578947368421055,132.5,-1.1294912
-61.578947368421055,135.0,-0.92820996
-61.578947368421055,137.5,-0.7727712
-61.578947368421055,140.0,-0.55435944
-61.578947368421055,142.5,-0.30427042
-61.578947368421055,145.0,-0.1150589
-61.578947368421055,147.5,-0.10885366
-61.578947368421055,150.0,-0.2819214
-61.578947368421055,152.5,-0.34847513
-61.578947368421055,155.0,-0.20059967
-61.578947368421055,157.5,0.03643799
-61.578947368421055,160.0,0.34075674
-61.578947368421055,162.5,0.60711926
-61.578947368421055,165.0,0.7359746
-61.578947368421055,167.5,0.83092755
-61.578947368421055,170.0,0.9677963
-61.578947368421055,172.5,1.1401062
-61.578947368421055,175.0,1.2766927
-61.578947368421055,177.5,1.345459
-61.578947368421055,180.0,1.3387579
-61.578947368421055,182.5,1.2469584
-61.578947368421055,185.0,1.0809122
-61.578947368421055,187.5,0.882782
-61.578947368421055,190.0,0.68179065
-61.578947368421055,192.5,0.537646
-61.578947368421055,195.0,0.40399933
-61.578947368421055,197.5,0.23656464
-61.578947368421055,200.0,0.0018666586
-61.578947368421055,202.5,-0.3157196
-61.578947368421055,205.0,-0.65658826
-61.578947368421055,207.5,-0.92656964
-61.578947368421055,210.0,-1.0754471
-61.578947368421055,212.5,-1.0726318
-61.578947368421055,215.0,-0.94661456
-61.578947368421055,217.5,-0.757164
-61.578947368421055,220.0,-0.5451762
-61.578947368421055,222.5,-0.32670847
-61.578947368421055,225.0,-0.13716888
-61.578947368421055,227.5,-0.004625956
-61.578947368421055,230.0,0.08754221
-61.578947368421055,232.5,0.21223705
-61.578947368421055,235.0,0.3856964
-61.578947368421055,237.5,0.5107829
-61.578947368421055,240.0,0.60110474
-61.578947368421055,242.5,0.6783142
-61.578947368421055,245.0,0.7361145
-61.578947368421055,247.5,0.79661053
-61.578947368421055,250.0,0.8493347
-61.578947368421055,252.5,0.9129893
-61.578947368421055,255.0,1.0039266
-61.578947368421055,257.5,1.0886587
-61.578947368421055,260.0,1.1546631
-61.578947368421055,262.5,1.196846
-61.578947368421055,265.0,1.2016169
-61.578947368421055,267.5,1.1860886
-61.578947368421055,270.0,1.1845194
